"x","y","sailing_pm25"
548075.002897554,181955.001061737,0.02986272437271
548095.002897554,181955.001061737,0.0447940865590651
548055.002897554,181945.001061737,0.02986272437271
548105.002897554,181945.001061737,0.0447940865590651
548135.002897554,181945.001061737,0.02986272437271
548025.002897554,181935.001061737,0.02986272437271
548165.002897554,181935.001061737,0.02986272437271
548185.002897554,181935.001061737,0.02986272437271
548215.002897554,181925.001061737,0.02986272437271
548245.002897554,181925.001061737,0.02986272437271
547825.002897554,181915.001061737,0.0601038311937269
547855.002897554,181915.001061737,0.0601038311937269
548255.002897554,181915.001061737,0.014931362186355
548265.002897554,181915.001061737,0.02986272437271
548275.002897554,181915.001061737,0.02986272437271
547935.002897554,181905.001061737,0.0601038311937269
548015.002897554,181905.001061737,0.014931362186355
548285.002897554,181905.001061737,0.02986272437271
548305.002897554,181905.001061737,0.02986272437271
547595.002897554,181895.001061737,0.0300519155968635
547635.002897554,181895.001061737,0.0300519155968635
547715.002897554,181895.001061737,0.0601038311937269
547745.002897554,181895.001061737,0.0601038311937269
547755.002897554,181895.001061737,0.0601038311937269
547815.002897554,181895.001061737,0.0300519155968635
547855.002897554,181895.001061737,0.0601038311937269
547885.002897554,181895.001061737,0.0601038311937269
547975.002897554,181895.001061737,0.0300519155968635
547555.002897554,181885.001061737,0.0300519155968635
547615.002897554,181885.001061737,0.0300519155968635
547725.002897554,181885.001061737,0.0601038311937269
547785.002897554,181885.001061737,0.0601038311937269
547805.002897554,181885.001061737,0.0601038311937269
547835.002897554,181885.001061737,0.0300519155968635
547895.002897554,181885.001061737,0.0601038311937269
547955.002897554,181885.001061737,0.0901557467905904
548005.002897554,181885.001061737,0.0746568109317751
548055.002897554,181885.001061737,0.02986272437271
548085.002897554,181885.001061737,0.02986272437271
547475.002897554,181875.001061737,0.0901557467905904
547505.002897554,181875.001061737,0.0601038311937269
547525.002897554,181875.001061737,0.0901557467905904
547535.002897554,181875.001061737,0.0300519155968635
547555.002897554,181875.001061737,0.0300519155968635
547565.002897554,181875.001061737,0.0300519155968635
547575.002897554,181875.001061737,0.0601038311937269
547635.002897554,181875.001061737,0.0601038311937269
547715.002897554,181875.001061737,0.0601038311937269
547765.002897554,181875.001061737,0.0300519155968635
547825.002897554,181875.001061737,0.0601038311937269
547845.002897554,181875.001061737,0.0300519155968635
547875.002897554,181875.001061737,0.0601038311937269
547925.002897554,181875.001061737,0.0601038311937269
547945.002897554,181875.001061737,0.0601038311937269
547975.002897554,181875.001061737,0.0601038311937269
547985.002897554,181875.001061737,0.0601038311937269
547995.002897554,181875.001061737,0.0601038311937269
548015.002897554,181875.001061737,0.02986272437271
548055.002897554,181875.001061737,0.02986272437271
548115.002897554,181875.001061737,0.014931362186355
548135.002897554,181875.001061737,0.02986272437271
548165.002897554,181875.001061737,0.02986272437271
548365.002897554,181875.001061737,0.02986272437271
547415.002897554,181865.001061737,0.0901557467905904
547445.002897554,181865.001061737,0.0300519155968635
547665.002897554,181865.001061737,0.180311493581181
547685.002897554,181865.001061737,0.0901557467905904
547715.002897554,181865.001061737,0.0300519155968635
547725.002897554,181865.001061737,0.0300519155968635
547785.002897554,181865.001061737,0.0300519155968635
547845.002897554,181865.001061737,0.120207662387454
547955.002897554,181865.001061737,0.0601038311937269
547995.002897554,181865.001061737,0.0601038311937269
548045.002897554,181865.001061737,0.02986272437271
548065.002897554,181865.001061737,0.0447940865590651
548075.002897554,181865.001061737,0.014931362186355
548085.002897554,181865.001061737,0.02986272437271
548095.002897554,181865.001061737,0.014931362186355
548115.002897554,181865.001061737,0.02986272437271
548135.002897554,181865.001061737,0.02986272437271
548155.002897554,181865.001061737,0.02986272437271
548175.002897554,181865.001061737,0.02986272437271
548395.002897554,181865.001061737,0.014931362186355
547335.002897554,181855.001061737,0.0901557467905904
547365.002897554,181855.001061737,0.0901557467905904
547455.002897554,181855.001061737,0.0300519155968635
547475.002897554,181855.001061737,0.0300519155968635
547615.002897554,181855.001061737,0.0901557467905904
547695.002897554,181855.001061737,0.0300519155968635
547715.002897554,181855.001061737,0.0601038311937269
547725.002897554,181855.001061737,0.0901557467905904
547735.002897554,181855.001061737,0.120207662387454
547765.002897554,181855.001061737,0.0300519155968635
547785.002897554,181855.001061737,0.0601038311937269
547795.002897554,181855.001061737,0.0601038311937269
547815.002897554,181855.001061737,0.0300519155968635
547875.002897554,181855.001061737,0.0300519155968635
548115.002897554,181855.001061737,0.0447940865590651
548155.002897554,181855.001061737,0.02986272437271
548185.002897554,181855.001061737,0.02986272437271
548205.002897554,181855.001061737,0.02986272437271
548215.002897554,181855.001061737,0.014931362186355
548235.002897554,181855.001061737,0.0447940865590651
548405.002897554,181855.001061737,0.02986272437271
547275.002897554,181845.001061737,0.0300519155968635
547305.002897554,181845.001061737,0.0601038311937269
547405.002897554,181845.001061737,0.0300519155968635
547415.002897554,181845.001061737,0.0300519155968635
547425.002897554,181845.001061737,0.0300519155968635
547495.002897554,181845.001061737,0.0601038311937269
547565.002897554,181845.001061737,0.0300519155968635
547605.002897554,181845.001061737,0.0601038311937269
547645.002897554,181845.001061737,0.0601038311937269
547665.002897554,181845.001061737,0.0300519155968635
547695.002897554,181845.001061737,0.0601038311937269
547845.002897554,181845.001061737,0.0601038311937269
547865.002897554,181845.001061737,0.0300519155968635
547895.002897554,181845.001061737,0.0601038311937269
547955.002897554,181845.001061737,0.0601038311937269
547965.002897554,181845.001061737,0.0601038311937269
548175.002897554,181845.001061737,0.02986272437271
548255.002897554,181845.001061737,0.02986272437271
548275.002897554,181845.001061737,0.02986272437271
548295.002897554,181845.001061737,0.02986272437271
547225.002897554,181835.001061737,0.0601038311937269
547255.002897554,181835.001061737,0.0601038311937269
547605.002897554,181835.001061737,0.0601038311937269
547615.002897554,181835.001061737,0.0601038311937269
547645.002897554,181835.001061737,0.0601038311937269
547665.002897554,181835.001061737,0.0601038311937269
547695.002897554,181835.001061737,0.0901557467905904
547775.002897554,181835.001061737,0.0601038311937269
547835.002897554,181835.001061737,0.0601038311937269
547845.002897554,181835.001061737,0.0901557467905904
547855.002897554,181835.001061737,0.0300519155968635
547865.002897554,181835.001061737,0.0601038311937269
547885.002897554,181835.001061737,0.0300519155968635
547895.002897554,181835.001061737,0.0601038311937269
547915.002897554,181835.001061737,0.0901557467905904
547925.002897554,181835.001061737,0.0601038311937269
547935.002897554,181835.001061737,0.0601038311937269
547945.002897554,181835.001061737,0.0601038311937269
547985.002897554,181835.001061737,0.0601038311937269
547995.002897554,181835.001061737,0.0300519155968635
548005.002897554,181835.001061737,0.0746568109317751
548035.002897554,181835.001061737,0.014931362186355
548075.002897554,181835.001061737,0.02986272437271
548285.002897554,181835.001061737,0.014931362186355
548315.002897554,181835.001061737,0.014931362186355
548325.002897554,181835.001061737,0.014931362186355
548425.002897554,181835.001061737,0.02986272437271
547195.002897554,181825.001061737,0.0901557467905904
547335.002897554,181825.001061737,0.0601038311937269
547375.002897554,181825.001061737,0.0300519155968635
547445.002897554,181825.001061737,0.0601038311937269
547555.002897554,181825.001061737,0.0601038311937269
547605.002897554,181825.001061737,0.0601038311937269
