Year,VesselType,Substance,CellID,BOROUGHNAM,REFINED,LAEIPLAExt,Emission_unit,Sailing_kg,AtBerth_kg,Total_kg,Anomaly flag
2016,RoRo Cargo / Vehicle,CO2,231,NonGLA,NonGLA,LAEI,kg/year,75688.41,145.20,75833.62,0
2016,Container ship,CO2,231,NonGLA,NonGLA,LAEI,kg/year,92.03,0.00,92.03,0
2016,Cruise ship,CO2,231,NonGLA,NonGLA,LAEI,kg/year,4083.27,0.00,4083.27,0
2016,Fishing,CO2,231,NonGLA,NonGLA,LAEI,kg/year,631.25,0.00,631.25,0
2016,General Dry Cargo,CO2,231,NonGLA,NonGLA,LAEI,kg/year,74948.36,0.00,74948.36,0
2016,Miscellaneous,CO2,231,NonGLA,NonGLA,LAEI,kg/year,236669.48,3.01,236672.49,0
2016,Non Merchant,CO2,231,NonGLA,NonGLA,LAEI,kg/year,1973.15,0.00,1973.15,0
2016,Passenger,CO2,231,NonGLA,NonGLA,LAEI,kg/year,3410.81,0.00,3410.81,0
2016,Tug/Supply,CO2,231,NonGLA,NonGLA,LAEI,kg/year,118675.26,126.38,118801.63,0
2016,Bulk carrier,CO2,231,NonGLA,NonGLA,LAEI,kg/year,4318.48,0.00,4318.48,0
2016,Oil tanker,CO2,231,NonGLA,NonGLA,LAEI,kg/year,85055.54,857144.15,942199.69,0
2016,Chemical/LNG/LPG tanker,CO2,231,NonGLA,NonGLA,LAEI,kg/year,48914.69,125686.37,174601.06,0
2016,RoRo Cargo / Vehicle,CO2,232,NonGLA,NonGLA,LAEI,kg/year,593313.40,2719980.40,3313293.81,0
2016,Passenger,CO2,232,NonGLA,NonGLA,LAEI,kg/year,208.57,0.00,208.57,0
2016,Oil tanker,CO2,232,NonGLA,NonGLA,LAEI,kg/year,1201.18,0.00,1201.18,0
2016,Non Merchant,CO2,232,NonGLA,NonGLA,LAEI,kg/year,91.75,0.00,91.75,0
2016,Miscellaneous,CO2,232,NonGLA,NonGLA,LAEI,kg/year,13312.41,31.83,13344.24,0
2016,Fishing,CO2,232,NonGLA,NonGLA,LAEI,kg/year,17.40,0.00,17.40,0
2016,Tug/Supply,CO2,232,NonGLA,NonGLA,LAEI,kg/year,15299.50,62.28,15361.77,0
2016,Cruise ship,CO2,232,NonGLA,NonGLA,LAEI,kg/year,115.42,0.00,115.42,0
2016,Container ship,CO2,232,NonGLA,NonGLA,LAEI,kg/year,2.27,0.00,2.27,0
2016,Chemical/LNG/LPG tanker,CO2,232,NonGLA,NonGLA,LAEI,kg/year,1603.95,0.00,1603.95,0
2016,Bulk carrier,CO2,232,NonGLA,NonGLA,LAEI,kg/year,132.58,0.00,132.58,0
2016,General Dry Cargo,CO2,232,NonGLA,NonGLA,LAEI,kg/year,5362.25,0.00,5362.25,0
2016,Non Merchant,CO2,234,NonGLA,NonGLA,LAEI,kg/year,120.19,0.00,120.19,0
2016,General Dry Cargo,CO2,234,NonGLA,NonGLA,LAEI,kg/year,5197.86,0.00,5197.86,0
2016,Miscellaneous,CO2,234,NonGLA,NonGLA,LAEI,kg/year,10626.42,0.00,10626.42,0
2016,Fishing,CO2,234,NonGLA,NonGLA,LAEI,kg/year,36.17,0.00,36.17,0
2016,Cruise ship,CO2,234,NonGLA,NonGLA,LAEI,kg/year,238.21,0.00,238.21,0
2016,Bulk carrier,CO2,234,NonGLA,NonGLA,LAEI,kg/year,169.53,0.00,169.53,0
2016,Oil tanker,CO2,234,NonGLA,NonGLA,LAEI,kg/year,868.79,0.00,868.79,0
2016,Chemical/LNG/LPG tanker,CO2,234,NonGLA,NonGLA,LAEI,kg/year,1431.09,0.00,1431.09,0
2016,Container ship,CO2,234,NonGLA,NonGLA,LAEI,kg/year,2.05,0.00,2.05,0
2016,Tug/Supply,CO2,234,NonGLA,NonGLA,LAEI,kg/year,7430.44,0.00,7430.44,0
2016,Passenger,CO2,234,NonGLA,NonGLA,LAEI,kg/year,141.87,0.00,141.87,0
2016,RoRo Cargo / Vehicle,CO2,234,NonGLA,NonGLA,LAEI,kg/year,6510.27,0.00,6510.27,0
2016,General Dry Cargo,CO2,235,NonGLA,NonGLA,LAEI,kg/year,223877.92,116239.29,340117.21,0
2016,Chemical/LNG/LPG tanker,CO2,235,NonGLA,NonGLA,LAEI,kg/year,51501.40,194838.06,246339.46,0
2016,Bulk carrier,CO2,235,NonGLA,NonGLA,LAEI,kg/year,3934.34,0.00,3934.34,0
2016,Container ship,CO2,235,NonGLA,NonGLA,LAEI,kg/year,83.19,0.00,83.19,0
2016,Fishing,CO2,235,NonGLA,NonGLA,LAEI,kg/year,602.70,0.00,602.70,0
2016,Miscellaneous,CO2,235,NonGLA,NonGLA,LAEI,kg/year,223254.00,80.86,223334.87,0
2016,Non Merchant,CO2,235,NonGLA,NonGLA,LAEI,kg/year,1859.93,0.00,1859.93,0
2016,Oil tanker,CO2,235,NonGLA,NonGLA,LAEI,kg/year,34525.32,102055.67,136581.00,0
2016,Passenger,CO2,235,NonGLA,NonGLA,LAEI,kg/year,3103.33,0.00,3103.33,0
2016,RoRo Cargo / Vehicle,CO2,235,NonGLA,NonGLA,LAEI,kg/year,1015667.83,1608516.78,2624184.62,0
2016,Tug/Supply,CO2,235,NonGLA,NonGLA,LAEI,kg/year,133071.65,332.01,133403.66,0
2016,Cruise ship,CO2,235,NonGLA,NonGLA,LAEI,kg/year,3738.72,0.00,3738.72,0
2016,Non Merchant,CO2,236,NonGLA,NonGLA,LAEI,kg/year,941.84,0.00,941.84,0
2016,General Dry Cargo,CO2,236,NonGLA,NonGLA,LAEI,kg/year,42437.73,0.00,42437.73,0
2016,Bulk carrier,CO2,236,NonGLA,NonGLA,LAEI,kg/year,2336.36,5079.96,7416.32,0
2016,Chemical/LNG/LPG tanker,CO2,236,NonGLA,NonGLA,LAEI,kg/year,221528.66,3047392.00,3268920.66,0
2016,Container ship,CO2,236,NonGLA,NonGLA,LAEI,kg/year,40.54,0.00,40.54,0
2016,Cruise ship,CO2,236,NonGLA,NonGLA,LAEI,kg/year,1934.36,0.00,1934.36,0
2016,Fishing,CO2,236,NonGLA,NonGLA,LAEI,kg/year,305.08,0.00,305.08,0
2016,RoRo Cargo / Vehicle,CO2,236,NonGLA,NonGLA,LAEI,kg/year,168242.68,352.26,168594.94,0
2016,Oil tanker,CO2,236,NonGLA,NonGLA,LAEI,kg/year,334308.83,9376619.28,9710928.11,0
2016,Tug/Supply,CO2,236,NonGLA,NonGLA,LAEI,kg/year,200349.62,3144.46,203494.08,0
2016,Miscellaneous,CO2,236,NonGLA,NonGLA,LAEI,kg/year,142713.51,110143.00,252856.51,0
2016,Passenger,CO2,236,NonGLA,NonGLA,LAEI,kg/year,1828.98,0.00,1828.98,0
2016,Tug/Supply,CO2,748,Barking and Dagenham,Outer,LAEI,kg/year,6.60,0.00,6.60,1
2016,Tug/Supply,CO2,783,Tower Hamlets,Inner,LAEI,kg/year,2.88,0.00,2.88,0
2016,Tug/Supply,CO2,786,Newham,Inner,LAEI,kg/year,5.67,0.00,5.67,1
2016,Non Merchant,CO2,822,Tower Hamlets,Inner,LAEI,kg/year,86.61,0.00,86.61,0
2016,Non Merchant,CO2,823,Tower Hamlets,Inner,LAEI,kg/year,242.64,0.00,242.64,0
2016,Miscellaneous,CO2,827,Barking and Dagenham,Outer,LAEI,kg/year,31.56,0.00,31.56,0
2016,General Dry Cargo,CO2,827,Barking and Dagenham,Outer,LAEI,kg/year,9.02,8.69,17.70,0
2016,Chemical/LNG/LPG tanker,CO2,828,Newham,Inner,LAEI,kg/year,297.91,16.43,314.35,0
2016,Tug/Supply,CO2,828,Newham,Inner,LAEI,kg/year,110.29,31.78,142.07,0
2016,General Dry Cargo,CO2,828,Newham,Inner,LAEI,kg/year,56921.69,92860.27,149781.96,0
2016,Miscellaneous,CO2,828,Newham,Inner,LAEI,kg/year,241.15,1.96,243.11,0
2016,Tug/Supply,CO2,829,Barking and Dagenham,Outer,LAEI,kg/year,228.55,4.60,233.15,0
2016,Passenger,CO2,829,Barking and Dagenham,Outer,LAEI,kg/year,10.75,0.00,10.75,0
2016,Miscellaneous,CO2,829,Barking and Dagenham,Outer,LAEI,kg/year,93.92,627.07,720.99,0
2016,General Dry Cargo,CO2,829,Barking and Dagenham,Outer,LAEI,kg/year,2622.05,1209.08,3831.13,0
2016,Tug/Supply,CO2,831,Barking and Dagenham,Outer,LAEI,kg/year,4.01,0.00,4.01,0
2016,Container ship,CO2,839,NonGLA,NonGLA,LAEI,kg/year,1.03,0.00,1.03,1
2016,Tug/Supply,CO2,852,Southwark,Inner,LAEI,kg/year,11716.93,838.74,12555.67,0
2016,RoRo Cargo / Vehicle,CO2,852,Southwark,Inner,LAEI,kg/year,4.37,0.00,4.37,0
2016,Passenger,CO2,852,Southwark,Inner,LAEI,kg/year,36018.35,0.00,36018.35,0
2016,Miscellaneous,CO2,852,Southwark,Inner,LAEI,kg/year,3552.12,122.61,3674.73,0
2016,General Dry Cargo,CO2,852,Southwark,Inner,LAEI,kg/year,668.93,0.00,668.93,0
2016,Fishing,CO2,852,Southwark,Inner,LAEI,kg/year,46.32,0.00,46.32,0
2016,Cruise ship,CO2,852,Southwark,Inner,LAEI,kg/year,129.63,0.00,129.63,0
2016,Chemical/LNG/LPG tanker,CO2,852,Southwark,Inner,LAEI,kg/year,295.86,0.00,295.86,0
2016,Non Merchant,CO2,852,Southwark,Inner,LAEI,kg/year,341.56,23.26,364.82,0
2016,Chemical/LNG/LPG tanker,CO2,853,Tower Hamlets,Inner,LAEI,kg/year,1527.11,457.38,1984.49,0
2016,General Dry Cargo,CO2,853,Tower Hamlets,Inner,LAEI,kg/year,3397.30,0.00,3397.30,0
2016,Miscellaneous,CO2,853,Tower Hamlets,Inner,LAEI,kg/year,18386.65,1562.71,19949.36,0
2016,Non Merchant,CO2,853,Tower Hamlets,Inner,LAEI,kg/year,966.86,61.50,1028.36,0
2016,Fishing,CO2,853,Tower Hamlets,Inner,LAEI,kg/year,225.33,0.00,225.33,0
2016,Tug/Supply,CO2,853,Tower Hamlets,Inner,LAEI,kg/year,52201.47,171.37,52372.85,0
2016,Passenger,CO2,853,Tower Hamlets,Inner,LAEI,kg/year,179915.75,0.00,179915.75,0
2016,RoRo Cargo / Vehicle,CO2,853,Tower Hamlets,Inner,LAEI,kg/year,28.52,0.00,28.52,0
2016,Cruise ship,CO2,853,Tower Hamlets,Inner,LAEI,kg/year,2037.83,0.00,2037.83,0
2016,Non Merchant,CO2,854,Tower Hamlets,Inner,LAEI,kg/year,4413.99,0.00,4413.99,0
2016,General Dry Cargo,CO2,854,Tower Hamlets,Inner,LAEI,kg/year,3048.96,0.00,3048.96,0
2016,Chemical/LNG/LPG tanker,CO2,854,Tower Hamlets,Inner,LAEI,kg/year,907.61,0.00,907.61,0
2016,Tug/Supply,CO2,854,Tower Hamlets,Inner,LAEI,kg/year,75430.49,0.00,75430.49,0
2016,RoRo Cargo / Vehicle,CO2,854,Tower Hamlets,Inner,LAEI,kg/year,17.74,0.00,17.74,0
2016,Passenger,CO2,854,Tower Hamlets,Inner,LAEI,kg/year,707734.48,93.58,707828.06,0
2016,Miscellaneous,CO2,854,Tower Hamlets,Inner,LAEI,kg/year,13811.64,1.97,13813.61,0
2016,Fishing,CO2,854,Tower Hamlets,Inner,LAEI,kg/year,183.25,0.00,183.25,0
2016,Cruise ship,CO2,854,Tower Hamlets,Inner,LAEI,kg/year,661.00,0.00,661.00,0
2016,Miscellaneous,CO2,855,Southwark,Inner,LAEI,kg/year,30376.52,4.94,30381.46,0
2016,Tug/Supply,CO2,855,Southwark,Inner,LAEI,kg/year,151208.60,1.33,151209.93,0
2016,RoRo Cargo / Vehicle,CO2,855,Southwark,Inner,LAEI,kg/year,39.95,0.00,39.95,0
2016,Non Merchant,CO2,855,Southwark,Inner,LAEI,kg/year,37356.92,0.00,37356.92,0
2016,General Dry Cargo,CO2,855,Southwark,Inner,LAEI,kg/year,9296.10,0.00,9296.10,0
2016,Fishing,CO2,855,Southwark,Inner,LAEI,kg/year,374.25,0.00,374.25,0
2016,Cruise ship,CO2,855,Southwark,Inner,LAEI,kg/year,2725.59,0.00,2725.59,0
2016,Chemical/LNG/LPG tanker,CO2,855,Southwark,Inner,LAEI,kg/year,2167.58,0.00,2167.58,0
2016,Passenger,CO2,855,Southwark,Inner,LAEI,kg/year,546965.86,271.74,547237.60,0
2016,General Dry Cargo,CO2,856,Tower Hamlets,Inner,LAEI,kg/year,31480.92,0.00,31480.92,0
2016,Chemical/LNG/LPG tanker,CO2,856,Tower Hamlets,Inner,LAEI,kg/year,1208.00,5.14,1213.14,0
2016,Fishing,CO2,856,Tower Hamlets,Inner,LAEI,kg/year,437.44,0.00,437.44,0
2016,Miscellaneous,CO2,856,Tower Hamlets,Inner,LAEI,kg/year,39343.48,9.18,39352.66,0
2016,Non Merchant,CO2,856,Tower Hamlets,Inner,LAEI,kg/year,3201.36,17.93,3219.28,0
2016,Passenger,CO2,856,Tower Hamlets,Inner,LAEI,kg/year,1435798.61,0.00,1435798.61,0
2016,RoRo Cargo / Vehicle,CO2,856,Tower Hamlets,Inner,LAEI,kg/year,50.23,0.00,50.23,0
2016,Tug/Supply,CO2,856,Tower Hamlets,Inner,LAEI,kg/year,173133.96,46.18,173180.14,0
2016,Cruise ship,CO2,856,Tower Hamlets,Inner,LAEI,kg/year,2487.53,0.00,2487.53,0
2016,Miscellaneous,CO2,857,Greenwich,Outer,LAEI,kg/year,4997.26,32.84,5030.10,0
2016,General Dry Cargo,CO2,857,Greenwich,Outer,LAEI,kg/year,2574.87,0.00,2574.87,0
2016,Fishing,CO2,857,Greenwich,Outer,LAEI,kg/year,9.13,0.00,9.13,0
2016,Cruise ship,CO2,857,Greenwich,Outer,LAEI,kg/year,97.86,0.00,97.86,0
2016,Chemical/LNG/LPG tanker,CO2,857,Greenwich,Outer,LAEI,kg/year,74.73,0.00,74.73,0
2016,Tug/Supply,CO2,857,Greenwich,Outer,LAEI,kg/year,5785.26,0.00,5785.26,0
2016,Passenger,CO2,857,Greenwich,Outer,LAEI,kg/year,15723.79,461.03,16184.82,0
2016,Non Merchant,CO2,857,Greenwich,Outer,LAEI,kg/year,56.07,0.00,56.07,0
2016,Miscellaneous,CO2,858,Newham,Inner,LAEI,kg/year,3162.57,2232.56,5395.13,0
2016,Non Merchant,CO2,858,Newham,Inner,LAEI,kg/year,101.10,1249.39,1350.49,0
2016,Chemical/LNG/LPG tanker,CO2,858,Newham,Inner,LAEI,kg/year,38.73,37.82,76.55,0
2016,Tug/Supply,CO2,858,Newham,Inner,LAEI,kg/year,1530.52,755.55,2286.07,0
2016,Tug/Supply,CO2,859,Newham,Inner,LAEI,kg/year,1857.16,0.00,1857.16,0
2016,Non Merchant,CO2,859,Newham,Inner,LAEI,kg/year,51.22,0.00,51.22,0
2016,Miscellaneous,CO2,859,Newham,Inner,LAEI,kg/year,127.63,0.00,127.63,0
2016,Chemical/LNG/LPG tanker,CO2,859,Newham,Inner,LAEI,kg/year,35.07,0.00,35.07,0
2016,RoRo Cargo / Vehicle,CO2,860,Newham,Inner,LAEI,kg/year,147.05,0.00,147.05,0
2016,Tug/Supply,CO2,860,Newham,Inner,LAEI,kg/year,197837.49,331.36,198168.85,0
2016,Passenger,CO2,860,Newham,Inner,LAEI,kg/year,7618.51,0.67,7619.18,0
2016,Non Merchant,CO2,860,Newham,Inner,LAEI,kg/year,1769.22,0.00,1769.22,0
2016,Miscellaneous,CO2,860,Newham,Inner,LAEI,kg/year,137425.83,185.91,137611.75,0
2016,General Dry Cargo,CO2,860,Newham,Inner,LAEI,kg/year,39989.59,0.00,39989.59,0
2016,Fishing,CO2,860,Newham,Inner,LAEI,kg/year,607.53,0.00,607.53,0
2016,Cruise ship,CO2,860,Newham,Inner,LAEI,kg/year,3611.45,0.00,3611.45,0
2016,Chemical/LNG/LPG tanker,CO2,860,Newham,Inner,LAEI,kg/year,7703.19,3.37,7706.56,0
2016,Bulk carrier,CO2,860,Newham,Inner,LAEI,kg/year,3251.13,0.00,3251.13,0
2016,Chemical/LNG/LPG tanker,CO2,861,Greenwich,Outer,LAEI,kg/year,295.02,79.46,374.48,0
2016,General Dry Cargo,CO2,861,Greenwich,Outer,LAEI,kg/year,3621.13,216.88,3838.01,0
2016,Miscellaneous,CO2,861,Greenwich,Outer,LAEI,kg/year,24211.96,1583.71,25795.67,0
2016,Non Merchant,CO2,861,Greenwich,Outer,LAEI,kg/year,15.31,0.00,15.31,0
2016,Passenger,CO2,861,Greenwich,Outer,LAEI,kg/year,118.31,0.00,118.31,0
2016,Bulk carrier,CO2,861,Greenwich,Outer,LAEI,kg/year,9.52,0.00,9.52,0
2016,Tug/Supply,CO2,861,Greenwich,Outer,LAEI,kg/year,43773.77,2961.02,46734.79,0
2016,Cruise ship,CO2,864,Havering,Outer,LAEI,kg/year,648.47,0.00,648.47,0
2016,Bulk carrier,CO2,864,Havering,Outer,LAEI,kg/year,807.05,0.00,807.05,0
2016,Miscellaneous,CO2,864,Havering,Outer,LAEI,kg/year,32594.27,0.00,32594.27,0
2016,Chemical/LNG/LPG tanker,CO2,864,Havering,Outer,LAEI,kg/year,2844.98,0.00,2844.98,0
2016,General Dry Cargo,CO2,864,Havering,Outer,LAEI,kg/year,11428.88,0.00,11428.88,0
2016,Non Merchant,CO2,864,Havering,Outer,LAEI,kg/year,390.48,0.00,390.48,0
2016,Oil tanker,CO2,864,Havering,Outer,LAEI,kg/year,1790.90,0.00,1790.90,0
2016,Passenger,CO2,864,Havering,Outer,LAEI,kg/year,796.44,0.00,796.44,0
2016,RoRo Cargo / Vehicle,CO2,864,Havering,Outer,LAEI,kg/year,8760.48,0.00,8760.48,0
2016,Tug/Supply,CO2,864,Havering,Outer,LAEI,kg/year,24020.94,0.00,24020.94,0
2016,Fishing,CO2,864,Havering,Outer,LAEI,kg/year,220.88,0.00,220.88,0
2016,Chemical/LNG/LPG tanker,CO2,865,Bexley,Outer,LAEI,kg/year,12651.19,4.15,12655.35,0
2016,Cruise ship,CO2,865,Bexley,Outer,LAEI,kg/year,2843.03,0.00,2843.03,0
2016,RoRo Cargo / Vehicle,CO2,865,Bexley,Outer,LAEI,kg/year,31805.13,0.00,31805.13,0
2016,Fishing,CO2,865,Bexley,Outer,LAEI,kg/year,314.97,0.00,314.97,0
2016,Bulk carrier,CO2,865,Bexley,Outer,LAEI,kg/year,2730.91,0.00,2730.91,0
2016,Passenger,CO2,865,Bexley,Outer,LAEI,kg/year,2686.57,0.00,2686.57,0
2016,Tug/Supply,CO2,865,Bexley,Outer,LAEI,kg/year,84010.57,17.50,84028.06,0
2016,Oil tanker,CO2,865,Bexley,Outer,LAEI,kg/year,8599.99,0.00,8599.99,0
2016,Non Merchant,CO2,865,Bexley,Outer,LAEI,kg/year,1389.50,0.00,1389.50,0
2016,Miscellaneous,CO2,865,Bexley,Outer,LAEI,kg/year,157600.00,813.23,158413.22,0
2016,General Dry Cargo,CO2,865,Bexley,Outer,LAEI,kg/year,36139.74,0.00,36139.74,0
2016,Passenger,CO2,896,Tower Hamlets,Inner,LAEI,kg/year,230.43,0.00,230.43,0
2016,Tug/Supply,CO2,896,Tower Hamlets,Inner,LAEI,kg/year,145.73,0.00,145.73,0
2016,Non Merchant,CO2,896,Tower Hamlets,Inner,LAEI,kg/year,15.11,0.00,15.11,0
2016,Miscellaneous,CO2,896,Tower Hamlets,Inner,LAEI,kg/year,172.58,0.00,172.58,0
2016,General Dry Cargo,CO2,896,Tower Hamlets,Inner,LAEI,kg/year,43.93,0.00,43.93,0
2016,Fishing,CO2,896,Tower Hamlets,Inner,LAEI,kg/year,2.27,0.00,2.27,0
2016,Chemical/LNG/LPG tanker,CO2,896,Tower Hamlets,Inner,LAEI,kg/year,22.30,0.00,22.30,0
2016,General Dry Cargo,CO2,897,Lewisham,Inner,LAEI,kg/year,7769.71,0.00,7769.71,0
2016,Tug/Supply,CO2,897,Lewisham,Inner,LAEI,kg/year,60410.73,0.00,60410.73,0
2016,RoRo Cargo / Vehicle,CO2,897,Lewisham,Inner,LAEI,kg/year,19.04,0.00,19.04,0
2016,Passenger,CO2,897,Lewisham,Inner,LAEI,kg/year,339856.77,0.00,339856.77,0
2016,Miscellaneous,CO2,897,Lewisham,Inner,LAEI,kg/year,18707.16,1.04,18708.20,0
2016,Fishing,CO2,897,Lewisham,Inner,LAEI,kg/year,275.71,0.00,275.71,0
2016,Cruise ship,CO2,897,Lewisham,Inner,LAEI,kg/year,1082.53,0.00,1082.53,0
2016,Chemical/LNG/LPG tanker,CO2,897,Lewisham,Inner,LAEI,kg/year,494.61,0.00,494.61,0
2016,Non Merchant,CO2,897,Lewisham,Inner,LAEI,kg/year,4388.03,0.00,4388.03,0
2016,Passenger,CO2,898,Southwark,Inner,LAEI,kg/year,183.91,0.00,183.91,0
2016,Miscellaneous,CO2,898,Southwark,Inner,LAEI,kg/year,38.01,0.00,38.01,0
2016,Tug/Supply,CO2,898,Southwark,Inner,LAEI,kg/year,30.23,0.00,30.23,0
2016,Miscellaneous,CO2,899,Greenwich,Outer,LAEI,kg/year,1358.64,188.59,1547.22,0
2016,Passenger,CO2,899,Greenwich,Outer,LAEI,kg/year,6421.81,15.35,6437.15,0
2016,Tug/Supply,CO2,899,Greenwich,Outer,LAEI,kg/year,615.61,97.17,712.78,0
2016,General Dry Cargo,CO2,899,Greenwich,Outer,LAEI,kg/year,90.40,0.00,90.40,0
2016,Chemical/LNG/LPG tanker,CO2,899,Greenwich,Outer,LAEI,kg/year,2.97,0.00,2.97,0
2016,Passenger,CO2,900,Tower Hamlets,Inner,LAEI,kg/year,837988.27,1.07,837989.34,0
2016,RoRo Cargo / Vehicle,CO2,900,Tower Hamlets,Inner,LAEI,kg/year,68.05,0.00,68.05,0
2016,Non Merchant,CO2,900,Tower Hamlets,Inner,LAEI,kg/year,36135.16,0.00,36135.16,0
2016,Miscellaneous,CO2,900,Tower Hamlets,Inner,LAEI,kg/year,45923.27,48.73,45972.00,0
2016,General Dry Cargo,CO2,900,Tower Hamlets,Inner,LAEI,kg/year,41537.15,0.00,41537.15,0
2016,Fishing,CO2,900,Tower Hamlets,Inner,LAEI,kg/year,612.25,0.00,612.25,0
2016,Cruise ship,CO2,900,Tower Hamlets,Inner,LAEI,kg/year,4458.46,0.00,4458.46,0
2016,Chemical/LNG/LPG tanker,CO2,900,Tower Hamlets,Inner,LAEI,kg/year,1022.69,5.33,1028.02,0
2016,Tug/Supply,CO2,900,Tower Hamlets,Inner,LAEI,kg/year,182448.05,22.09,182470.15,0
2016,Non Merchant,CO2,901,Greenwich,Outer,LAEI,kg/year,10.31,0.00,10.31,0
2016,Non Merchant,CO2,902,Greenwich,Outer,LAEI,kg/year,6.19,0.00,6.19,0
2016,Miscellaneous,CO2,906,Bexley,Outer,LAEI,kg/year,2.25,0.00,2.25,1
2016,Miscellaneous,CO2,907,Bexley,Outer,LAEI,kg/year,10266.49,7.83,10274.33,0
2016,Oil tanker,CO2,907,Bexley,Outer,LAEI,kg/year,406.22,0.00,406.22,0
2016,Passenger,CO2,907,Bexley,Outer,LAEI,kg/year,341.79,0.00,341.79,0
2016,RoRo Cargo / Vehicle,CO2,907,Bexley,Outer,LAEI,kg/year,641.41,0.00,641.41,0
2016,Tug/Supply,CO2,907,Bexley,Outer,LAEI,kg/year,16445.64,875.41,17321.05,0
2016,Non Merchant,CO2,907,Bexley,Outer,LAEI,kg/year,67.41,0.00,67.41,0
2016,Chemical/LNG/LPG tanker,CO2,907,Bexley,Outer,LAEI,kg/year,2065.05,40.32,2105.37,0
2016,Cruise ship,CO2,907,Bexley,Outer,LAEI,kg/year,34.02,0.00,34.02,0
2016,Bulk carrier,CO2,907,Bexley,Outer,LAEI,kg/year,20.83,0.00,20.83,0
2016,General Dry Cargo,CO2,907,Bexley,Outer,LAEI,kg/year,8025.38,0.00,8025.38,0
2016,Fishing,CO2,907,Bexley,Outer,LAEI,kg/year,12.40,0.00,12.40,0
2016,RoRo Cargo / Vehicle,CO2,908,Havering,Outer,LAEI,kg/year,38010.39,0.00,38010.39,0
2016,Tug/Supply,CO2,908,Havering,Outer,LAEI,kg/year,78045.78,0.00,78045.78,0
2016,Passenger,CO2,908,Havering,Outer,LAEI,kg/year,2608.11,0.00,2608.11,0
2016,Oil tanker,CO2,908,Havering,Outer,LAEI,kg/year,10140.38,0.00,10140.38,0
2016,Non Merchant,CO2,908,Havering,Outer,LAEI,kg/year,1526.15,0.00,1526.15,0
2016,Fishing,CO2,908,Havering,Outer,LAEI,kg/year,503.58,0.00,503.58,0
2016,Bulk carrier,CO2,908,Havering,Outer,LAEI,kg/year,3211.45,0.00,3211.45,0
2016,Miscellaneous,CO2,908,Havering,Outer,LAEI,kg/year,167414.36,0.00,167414.36,0
2016,General Dry Cargo,CO2,908,Havering,Outer,LAEI,kg/year,47977.34,0.00,47977.34,0
2016,Chemical/LNG/LPG tanker,CO2,908,Havering,Outer,LAEI,kg/year,14501.86,0.00,14501.86,0
2016,Cruise ship,CO2,908,Havering,Outer,LAEI,kg/year,3165.17,0.00,3165.17,0
2016,Container ship,CO2,908,Havering,Outer,LAEI,kg/year,73.71,0.00,73.71,0
2016,Tug/Supply,CO2,911,NonGLA,NonGLA,LAEI,kg/year,24798.39,0.00,24798.39,0
2016,Chemical/LNG/LPG tanker,CO2,911,NonGLA,NonGLA,LAEI,kg/year,5416.26,0.00,5416.26,0
2016,RoRo Cargo / Vehicle,CO2,911,NonGLA,NonGLA,LAEI,kg/year,10814.95,0.00,10814.95,0
2016,Container ship,CO2,911,NonGLA,NonGLA,LAEI,kg/year,20.45,0.00,20.45,0
2016,Cruise ship,CO2,911,NonGLA,NonGLA,LAEI,kg/year,795.33,0.00,795.33,0
2016,Fishing,CO2,911,NonGLA,NonGLA,LAEI,kg/year,153.16,0.00,153.16,0
2016,General Dry Cargo,CO2,911,NonGLA,NonGLA,LAEI,kg/year,16675.18,0.00,16675.18,0
2016,Miscellaneous,CO2,911,NonGLA,NonGLA,LAEI,kg/year,47956.61,0.00,47956.61,0
2016,Non Merchant,CO2,911,NonGLA,NonGLA,LAEI,kg/year,449.17,0.00,449.17,0
2016,Oil tanker,CO2,911,NonGLA,NonGLA,LAEI,kg/year,2894.15,0.00,2894.15,0
2016,Passenger,CO2,911,NonGLA,NonGLA,LAEI,kg/year,780.76,0.00,780.76,0
2016,Bulk carrier,CO2,911,NonGLA,NonGLA,LAEI,kg/year,1002.00,0.00,1002.00,0
2016,Non Merchant,CO2,937,Lewisham,Inner,LAEI,kg/year,82.48,0.00,82.48,1
2016,Miscellaneous,CO2,949,NonGLA,NonGLA,LAEI,kg/year,3.09,0.00,3.09,0
2016,Miscellaneous,CO2,950,Bexley,Outer,LAEI,kg/year,23.80,0.51,24.31,0
2016,Non Merchant,CO2,976,Lewisham,Inner,LAEI,kg/year,101.04,0.00,101.04,1
2016,Miscellaneous,CO2,977,Greenwich,Outer,LAEI,kg/year,0.04,0.00,0.04,1
2016,Miscellaneous,CO2,1464,Tower Hamlets,Inner,LAEI,kg/year,0.16,0.00,0.16,0
2016,Tug/Supply,CO2,1471,Barking and Dagenham,Outer,LAEI,kg/year,3.68,0.00,3.68,1
2016,Non Merchant,CO2,1500,Tower Hamlets,Inner,LAEI,kg/year,57.63,0.00,57.63,0
2016,Miscellaneous,CO2,1501,Newham,Inner,LAEI,kg/year,15.14,0.00,15.14,0
2016,Tug/Supply,CO2,1501,Newham,Inner,LAEI,kg/year,11.84,0.00,11.84,0
2016,Tug/Supply,CO2,1502,Tower Hamlets,Inner,LAEI,kg/year,15.24,0.00,15.24,0
2016,Miscellaneous,CO2,1502,Tower Hamlets,Inner,LAEI,kg/year,145.48,1.21,146.70,0
